distance_km,visibility_m,wind_kmh,temperature_c,personnel_available,asset_fuel_pct,asset_type,time_since_contact_hr,critical_response
18.357619618577502,6467.08308984173,25.343063646801227,-28.041879812116942,32,99.96837447602041,helicopter,11.540527633401517,0
73.86154525445018,2638.750228797331,35.38568181483892,-33.45113641793319,24,62.879601075310454,vessel,6.919316649156761,1
41.728320543748815,2289.360141695063,17.41053727979122,-14.793533144404016,12,51.820687251799896,snowcat,2.106134778574665,0
37.45502162814337,4878.247865354078,19.259164896645903,-47.960569123063536,35,89.96068421501275,snowcat,2.688412014592348,0
39.83251756612281,6882.82630951825,25.03081506379783,-19.838539984486044,27,59.800597831013036,vessel,14.113711416409796,0
94.13608398604579,2926.5897650056327,39.41932093368407,-6.247488495989412,29,52.24464093495904,snowcat,3.5519725637714945,1
20.515861727564232,20.0,31.759834240278927,-39.62480351490007,34,81.16932197124535,snowcat,3.0896319257684923,0
69.0303207305953,1631.7179774897852,14.805476083553323,-41.595373414913986,17,65.33899732255578,snowcat,0.6814842292593946,1
17.186083463213937,7056.14424629449,17.323408862625755,-25.338728538062654,29,81.98449982289051,vessel,2.450561693050683,0
53.44710879101857,5313.66488014937,86.1016893693888,-22.17545863754793,2,50.81929446730575,vessel,4.876722330149676,0
17.93296789595528,3924.788951373782,23.492961893557048,-45.373862781950805,30,59.36095862956411,snowcat,0.2121936535352169,1
80.47784488070444,1721.140307240488,47.39320729005074,-34.27454463676592,28,81.87729510548611,vessel,1.2786150814874686,1
53.18626589812568,8120.856936908205,73.28437434385356,-11.76587099800669,39,20.792236211031366,helicopter,1.710447572116074,0
9.691756060365805,20.0,39.61411171294891,-7.01906372158173,19,55.641332187169795,snowcat,4.109349276849559,1
56.32347532495803,3054.321217638089,30.546150797269284,-31.944919366149588,31,85.22816489786042,snowcat,2.1868576163071474,1
41.608793142928306,4445.1790968071855,15.22516932581195,-28.405890891300597,15,59.99225013825544,helicopter,0.5394785793929522,0
12.488762852308612,4289.411445659273,55.55062901523512,-26.153575558593776,3,86.44054767512614,helicopter,0.28279880399565654,0
105.45122380234908,625.564815214409,11.799205411321678,-63.38913461684591,2,50.2173965569186,vessel,7.788117584013606,1
41.39956925861027,5490.14301450811,35.15817667883341,-39.02558778376539,18,69.91056000317627,vessel,5.99130485896723,0
45.379431335451365,4794.0878591590335,91.80833665447517,-30.592551850354436,28,59.09884377779176,snowcat,3.330653797447769,0
36.27343526533914,3555.3280384468253,19.63509850601652,-1.8585510241651733,25,32.27542960197768,helicopter,1.7568815535541282,1
47.24794027897672,4286.60174534705,41.22934206969592,-24.900544063457737,25,58.34898662023431,vessel,7.759454821329862,1
21.067403965882942,1395.6616063887209,22.78038413608956,-12.48199640841522,39,55.739538810240354,snowcat,3.143479888864827,0
18.309489067165014,8578.164498750975,97.77529362087569,-32.268180943230945,35,52.134521131274944,helicopter,0.9665329805298509,0
42.618272631041755,7071.246511488934,52.71870159966678,-24.600062758297085,21,47.40635006314766,snowcat,0.20463783459262164,0
13.162836715993775,1041.3201498310195,55.567223771920936,-41.522996713811196,17,93.04281187983536,snowcat,3.3548476771450515,0
31.79619114582978,2525.422507093437,23.171341425285107,-47.76426730492307,36,51.38240018816413,vessel,0.6718585539269053,0
19.738337198192376,6471.162354937578,35.00343262966906,-43.601024458978976,3,71.5485475672121,vessel,2.0535927517555543,1
4.502556911116565,5019.843602147315,15.395768895990546,-35.37432848313914,9,62.48469490200074,vessel,5.312430235577618,0
24.754409266050107,3419.0459814195538,75.0465880938159,-31.24623337014375,17,81.62572522596673,helicopter,1.0363481563582213,0
77.35032119405325,91.99590280590974,19.683500628125064,-37.78641035777446,17,99.67267064398796,helicopter,4.867463795359072,1
