station,temperature_c,wind_speed_kmh,personnel_count,generator_load_pct,blizzard_flag,equipment_usage_hrs,fuel_burn_l_day
Bharati,-45.83559226917572,22.1536832796123,61,49.31826992094173,1,15.30825707949181,3232.615153483001
Bharati,-21.950041987738377,12.885492142204976,39,57.5718027868742,0,12.405085607330653,2529.3606425634134
Maitri,-26.303268819454892,31.992698184979442,68,65.87582543613986,0,8.659915286897089,2854.7002175692514
Bharati,-27.046900728637752,31.564239242393985,75,54.84705572539236,0,7.486835076834197,2925.6929298027926
Bharati,-1.1404728121109677,15.248044332602367,59,60.20910647359415,0,10.656996800076247,2466.7569965918165
Dakshin_Gangotri,-26.215282345138743,30.52392963754681,78,62.890286518442196,0,5.8346743603451765,3011.134800270018
Maitri,-3.1289056872432255,12.940605577372622,53,56.66665898084285,0,13.535073810282908,2852.5561565039266
Dakshin_Gangotri,-34.92558290571938,21.215501211941202,80,55.084456636913835,0,11.47795203564872,3458.24447120796
Maitri,-43.121257183279525,37.03779208976456,45,44.25772382925892,0,6.128995314813283,2500.9428668451637
Maitri,-34.71806318376712,13.377527240501761,76,61.51216811054617,0,15.965489554531434,3390.3234452810934
Bharati,-10.920659339671264,26.17832412041305,20,61.214381910846804,0,5.175281753194143,2400.8344258930865
Dakshin_Gangotri,-34.102868801330736,8.321028101910834,82,47.85466472267033,0,10.20703456449403,2765.161698757942
Bharati,-42.11300956954166,22.373905541700573,65,66.1395373734869,0,13.33509534379692,3591.6524776301017
Bharati,-20.91669240094038,52.768538029901215,84,79.56748317864422,0,12.937320957909801,3100.6799337732327
Bharati,-29.601823812288906,85.741313275563,84,62.85727939850297,0,7.500017543138759,3615.9419511716715
Dakshin_Gangotri,-18.106489219395286,27.69573662189091,52,68.34537500269846,0,8.350840203904601,2759.031751647985
Maitri,-33.05929417676337,36.2155221690548,64,76.71150989926196,0,6.177049991314138,2923.9510776652037
Maitri,-36.07977835945035,15.658818140559868,36,61.37914325168573,0,10.875151004656484,2711.7706828753307
Maitri,-5.087389125936429,35.15417476543521,88,75.28365932749466,0,13.280355195164578,3658.020933197432
Bharati,-34.99187345006516,57.37367374369611,29,27.34599999658208,0,2.362580426417546,2795.5498692793253
Dakshin_Gangotri,-35.02567651746033,30.56399481714963,29,51.272488894716076,0,12.223483295028723,2422.454385521834
Maitri,-19.459899541773055,49.48291712323941,44,45.36362394421479,1,8.032252739140006,2758.808757757232
Maitri,-58.43935004049155,21.21733135837335,47,83.04189088142851,0,9.628056902675976,3400.839174260551
Dakshin_Gangotri,-16.20652166262114,10.44392975767687,33,71.36419995071533,0,5.740681622154599,2513.7653339598864
Bharati,-3.538353760838593,24.838801103727484,87,43.74975066088679,0,7.524838332785553,2937.797902082253
Bharati,-14.617014067902474,20.84580584687302,78,47.242122404446285,0,17.96928908194998,2731.083380907814
Dakshin_Gangotri,-37.49309046895148,47.83852215404465,30,41.31005767758054,1,8.64673763771046,2608.374666705794
Bharati,-33.679494015271935,48.236009898501166,78,66.78703147746165,0,9.956452640623661,3188.889264969674
Bharati,-24.22788191706189,15.037661400561792,38,64.78355624977266,0,6.340583459095031,2544.6205297238776
Dakshin_Gangotri,-20.61809689218014,37.97506474179497,48,55.53571326317245,0,20.331398961134155,3063.488562241147
Maitri,-5.632378148269879,43.49021310301446,88,48.72348503992157,0,11.863612199712048,2833.1043915284536
Bharati,-6.173188203749742,22.8821019207602,75,61.404477543215684,1,9.913991364769897,3226.2928209038537
Maitri,-27.582902655837806,31.965243430252617,41,100.0,0,13.681458819123385,3666.139451457986
Maitri,-31.375556501357973,40.91257451610503,63,56.1143968938669,0,11.419910512706368,2906.9463219259883
Bharati,-34.37943925926449,50.640030738975206,75,79.02500507711167,0,9.31157640078461,3444.2365387178147
Bharati,-17.266303816516995,32.37764424879281,58,57.37497791959211,0,9.486849210875835,2831.827068838074
Maitri,-12.041157559821134,36.7550068386079,33,76.3947057773429,0,3.8430666892697616,2457.231893993229
Bharati,-24.180690104181192,9.002831333247208,75,70.89735975645193,0,8.537778548439356,3046.4815568032573
Dakshin_Gangotri,-25.01461571371531,43.221470590673185,41,61.35310355687918,0,7.97871513447953,2986.5702398111894
Dakshin_Gangotri,0.3567837895199588,15.053246147104431,75,71.42874992485004,0,11.284223582198571,2858.58849993651
Dakshin_Gangotri,-16.840091894581878,7.073879068101881,55,79.8175986065664,1,9.153052506473315,3524.5417068210195
Dakshin_Gangotri,-49.634810245176865,40.292583258217206,74,62.85168021400887,0,12.743178566709238,3192.6751440232297
Dakshin_Gangotri,-25.411290403544683,32.85464184009744,76,59.12084535325395,0,10.398892229112494,3099.6780129058698
Maitri,-22.58237150593623,14.237070479378328,55,71.81399586198016,0,6.635055131345954,2977.356149768422
Bharati,-28.233266945102567,41.71460085739874,39,86.29787471175536,0,15.954985770655814,3349.3914501016216
Dakshin_Gangotri,-9.85893998681313,14.04291058743688,39,40.97756843591479,0,8.453535718033038,2037.2279228275218
Dakshin_Gangotri,-28.957340266202653,31.47604819208999,17,42.82468443349018,0,12.216969461724911,1948.378090393701
Bharati,-36.81605071113128,40.695235475628884,45,83.0535738616139,0,4.755680317487093,3430.0651642880994
Maitri,-33.522124469526716,48.22733680306278,30,53.71234774663844,0,13.080559099247282,2379.7468179519533
Bharati,-16.906011712688343,24.85598746867191,66,80.50211725919095,0,3.4562800832127714,2638.9855066739406
Bharati,-41.25872169019567,46.58305144475392,64,51.727312219010216,0,17.748373680883326,3333.629183185203
Maitri,-30.915552149695127,26.668743913189036,83,54.80436414298042,0,12.738875344519919,3009.2013401327226
Dakshin_Gangotri,-14.833661512531778,17.962709085499238,27,77.43222108544128,0,9.129914723404115,2672.8521983961864
Bharati,-41.324216248128536,21.175592702416175,69,72.83981627069781,0,12.285566532241072,3019.162911219445
Bharati,-37.44724721577584,23.082262876705844,32,44.81924363569074,0,4.930449903500191,2473.473920848495
Maitri,-45.34114338159612,4.336854992356624,74,70.78334681162463,0,9.19082673362583,3482.0605099945506
Dakshin_Gangotri,-35.746635877003655,43.02642430821056,75,51.810192078552674,0,12.97980169127845,2722.5119646504495
Dakshin_Gangotri,-31.269445185960492,36.10486948743279,36,68.36933774860749,0,12.292192034179413,2978.082166042116
Dakshin_Gangotri,-27.847136761335257,21.32949892874226,87,62.74972648407483,1,9.969023968053731,3668.687374369486
Bharati,-36.000741105619376,37.56951652038372,47,59.26950833124225,0,11.262247595520916,2586.0890684854344
Dakshin_Gangotri,-29.586460157339413,13.897571855709646,62,52.58383375755448,0,14.32265348927537,2880.033051100194
Dakshin_Gangotri,-13.24390895251236,38.37993761306332,71,36.77891949226359,0,12.89207463045579,2573.834330961874
Dakshin_Gangotri,-20.99291402752933,42.03387911997553,60,52.378915594837196,0,2.48564092280702,2684.6329398758594
Maitri,0.6129513668712541,12.528300010235009,80,72.26324408500125,0,9.968941940666266,2777.957614347605
Bharati,-33.076119917978154,44.666457695110346,20,68.68930614856052,0,10.074650339750168,2423.268852471427
Bharati,-30.390326182345916,26.841048640081993,53,49.356197119399646,0,4.998028299096768,2490.0404920269116
Maitri,-23.149923872558873,26.919523539546038,74,78.45072374990322,0,5.776803194925415,3004.858320347061
Maitri,-31.173667455172662,12.593567071661518,16,67.38128324429336,0,15.98900193492095,2681.997893319543
Dakshin_Gangotri,-25.3190642782535,48.76264296492446,50,71.22769794396751,0,7.096004228247892,3260.494980610095
Maitri,-48.01218291118518,48.95148003042833,81,46.43489728704841,0,8.30628676824331,2791.9991168141387
Dakshin_Gangotri,-29.448347154581235,61.22215365739671,39,89.10753898919704,0,6.801205094840729,3462.0709128304015
Dakshin_Gangotri,-14.46730180288589,51.48859875507792,22,69.28021715976173,0,11.653196244730731,3091.874895171248
Maitri,-2.155923116176517,32.67869403745845,43,85.16436607569038,0,11.11742803625459,3270.146981810922
Dakshin_Gangotri,-7.614531687540094,34.879195590594186,54,52.68420120076228,0,17.75376667068377,3109.885864186432
Dakshin_Gangotri,-23.48944763438073,7.315092952743828,21,34.715630680127276,0,7.85389639712891,2026.1057851975827
Maitri,-19.22574839660795,6.4065662036034015,50,47.99499634840735,1,12.094361485492527,2786.1994565533723
Dakshin_Gangotri,-21.033996081808525,27.91231825695492,64,77.79741423621441,0,2.4526849251116882,2504.0137825449474
Dakshin_Gangotri,-31.651566697455614,27.414557103867786,87,45.23648392112841,0,4.327053880446476,2783.2127318172124
Dakshin_Gangotri,-36.50987058540466,17.486469875603998,65,84.57138090073875,0,15.326042558944618,3751.3134740284054
Maitri,-22.020636804538178,28.500652473555586,24,51.33208345563411,0,14.420323664231429,2097.3677138643293
Bharati,-26.321441139041724,19.310304384492696,85,68.01950488592965,0,11.775570891223898,2998.8931261393404
Bharati,-14.928533011403484,49.114397882996705,64,65.72143941276963,0,14.506191140992378,3054.937162471816
Bharati,-53.566823928413015,31.101354323822097,78,57.549145989946496,0,5.697299394196879,2832.855132295086
Dakshin_Gangotri,-27.082413575446218,20.623260551243444,38,57.63983818324215,0,16.61062798839125,3202.1473827709224
Bharati,-10.489326506706242,49.07836415553077,17,47.41794830857951,0,5.8605717036549105,2249.5943287562854
Bharati,-18.08327264932416,13.797779402523759,47,91.58419691904399,0,11.296664710375348,3180.6933189604165
Dakshin_Gangotri,-36.79618367231576,74.15276836555468,41,69.95372995775429,1,21.087647762024645,3880.5097016417308
Maitri,-40.70843688740922,33.32445687836649,46,37.81786285751035,0,6.47184653491542,2447.8144345397845
Bharati,-25.553718295016857,27.580778694091755,85,41.830024230443506,0,15.39381012854901,2987.2879192880973
Dakshin_Gangotri,-15.577791289825239,10.882812192972981,41,70.14276187751702,0,13.865535506329564,2484.6785402469254
Bharati,-18.804498895354172,29.50165153651591,35,62.010860609172596,0,7.865477278648683,1966.98381210742
Bharati,-23.614428840341127,26.29685883866669,81,34.93457465289754,0,18.360122291943473,2800.667004589286
Dakshin_Gangotri,-17.295380465276995,40.28495189583199,82,100.0,0,6.353355769657018,3929.276354677955
Maitri,-21.91047780235202,27.44663996801492,69,20.336014328236224,0,9.853489869110028,2714.4793960475254
Maitri,-17.80782256588507,14.145017041522342,24,55.21709468307169,1,12.566142781730239,2618.673620734964
Bharati,-13.751041503708917,25.370313455177563,82,62.43505372273824,0,9.617719252526554,2864.2339645225684
Bharati,-30.338458641380093,19.374606772337213,18,51.92114674132641,0,22.4339437784894,2242.187565260635
Bharati,-35.62977073811078,13.738626543079114,75,74.94916384982152,0,4.967516252962745,3446.6591860763824
Maitri,-16.253129471400946,53.02030865789221,70,69.84208359655939,0,16.471721372963515,3319.964863993979
Maitri,-31.12908252501552,9.733159577746095,46,64.27705400535064,0,0.9506507434349931,2562.3755388791383
Maitri,-48.35715382246697,49.83861112846285,29,61.07252773305752,0,0.0,2263.6326751872352
Dakshin_Gangotri,-7.871338465319088,30.246333138086957,19,70.20793404166966,0,10.211719282529682,1993.1128523527655
Bharati,-21.951431629775207,42.113667987474386,17,59.00654092677336,0,12.948226267107103,2561.2980563375213
Bharati,-22.48691558125243,55.29164792043805,37,39.48040212177489,0,15.960322699281852,2149.7840312304484
Bharati,-27.218785964439594,20.791506418678104,50,76.66306331372095,0,16.433441444761204,3272.9466531535754
Dakshin_Gangotri,-14.953544351327503,31.13864035325487,40,88.4020783421645,0,10.799935833417399,3152.7558754912243
Maitri,-40.398631157167216,21.84482540754363,60,63.41863774647505,1,11.993465397396164,3074.649624569745
Maitri,-24.957419401877488,26.402961555872864,22,63.728671828209514,0,10.97188548046614,2590.5546677949355
Dakshin_Gangotri,-21.612668563635076,40.59639638063316,67,61.62025614196799,0,16.10376985343918,2836.3811596680443
Dakshin_Gangotri,-18.387950254054928,28.677340269103833,26,42.387774597965006,1,5.058281155824296,2641.687900456161
Maitri,-45.502089808000626,30.893397478162996,48,54.00804542108621,0,7.3408757417295085,3681.229959364134
Dakshin_Gangotri,-17.87380598122693,16.933836668861602,16,74.10853238933542,0,13.424618610765979,2576.6108725273752
Bharati,-30.024010938674696,27.860224411081536,84,65.98497222751246,0,14.211118912301199,3671.1617393952533
Maitri,-32.81858449779706,22.948624259980708,47,87.92770312263112,0,15.383139220852126,3592.1534233631855
Maitri,-43.738437888352294,29.769559757440092,42,73.39547104006215,0,9.717935311674346,3097.8368068897275
Maitri,1.7909834489630185,16.14933376623575,27,56.090429677171585,0,8.007555078292668,2220.6282952333263
Maitri,-26.537792257844295,20.89207065847378,32,72.32180682398537,0,12.815209644759662,2514.7544261807693
Maitri,-22.052030108473584,33.653023369523034,35,59.26688058092763,0,5.61289606432353,2549.930240738952
Dakshin_Gangotri,-37.62189092176115,39.38769994856995,22,37.54034896327549,0,16.665088174568602,2428.41824123891
Dakshin_Gangotri,-43.35262191960709,32.02543426332277,51,77.93166141448503,1,7.988310496196169,3875.9593816496536
Maitri,-15.224460524647613,25.083883995947176,26,69.86570877745505,0,8.893244405613554,2386.249275123546
Dakshin_Gangotri,-41.19970483605914,20.25272337124841,27,100.0,0,13.005161720441036,3114.9484672611056
